id,title,repo,suggested_files,context_summary,acceptance_hints,blocker_reason
T-P10-018,Child: Font scaling acessibilidade,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api,"**Objetivo:** Child: Font scaling acessibilidade **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-019,Child: Crash reporting Sentry child,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/src/monitoring;guardiao-familia-child/sentry.config.js;guardiao-familia-child/.github/workflows,"**Objetivo:** Child: Crash reporting Sentry child **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-020,Child: Analytics evento SOS triggered,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/src/sos;guardiao-familia-child/src/escalation;guardiao-familia-child/components/sos,"**Objetivo:** Child: Analytics evento SOS triggered **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-021,Child: Widget SOS Android backlog doc,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/src/sos;guardiao-familia-child/src/escalation;guardiao-familia-child/components/sos;guardiao-familia-child/android,"**Objetivo:** Child: Widget SOS Android backlog doc **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Validar em emulador/dispositivo Android; data safety se stores.,
T-P10-022,Child: App shortcuts SOS Android,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/src/sos;guardiao-familia-child/src/escalation;guardiao-familia-child/components/sos;guardiao-familia-child/android,"**Objetivo:** Child: App shortcuts SOS Android **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Validar em emulador/dispositivo Android; data safety se stores.,
T-P13-005,SEO meta tags release,guardiao-familia-site,guardiao-familia-site/public;guardiao-familia-site/pages;guardiao-familia-site/chatbot;guardiao-familia-site/index.html;guardiao-familia-site/eas.json;guardiao-familia-site/app.config.js;guardiao-familia-site/docs/store;guardiao-familia-site/fastlane,"**Objetivo:** SEO meta tags release **Épico:** E-P13 Site institucional e campanha · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 12** · Repo `guardiao-familia-site` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P13-006,Página status incidentes,guardiao-familia-site,guardiao-familia-site/public;guardiao-familia-site/pages;guardiao-familia-site/chatbot;guardiao-familia-site/index.html,"**Objetivo:** Página status incidentes **Épico:** E-P13 Site institucional e campanha · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 12** · Repo `guardiao-familia-site` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P13-007,Atualizar screenshots apps release,guardiao-familia-site,guardiao-familia-site/public;guardiao-familia-site/pages;guardiao-familia-site/chatbot;guardiao-familia-site/index.html;guardiao-familia-site/eas.json;guardiao-familia-site/app.config.js;guardiao-familia-site/docs/store;guardiao-familia-site/fastlane,"**Objetivo:** Atualizar screenshots apps release **Épico:** E-P13 Site institucional e campanha · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 12** · Repo `guardiao-familia-site` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-001,Validar Mapbox road-matched routes API,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/components/map;guardiao-familia-api/services/location,"**Objetivo:** Validar Mapbox road-matched routes API **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `cb9a003` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-002,Validar sync offline batch idempotente,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** Validar sync offline batch idempotente **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `b6702bf` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-003,Persist tracking mode offline routes,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** Persist tracking mode offline routes **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `83156e6` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-004,Parent render matched routes no mapa,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/components/map;guardiao-familia-api/services/location,"**Objetivo:** Parent render matched routes no mapa **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `94559c0` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-005,Child sample quality offline routes,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** Child sample quality offline routes **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `0dbbc08` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-006,Recovery route quando Mapbox indisponível,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/components/map;guardiao-familia-api/services/location,"**Objetivo:** Recovery route quando Mapbox indisponível **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `a16df36` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-008,Battery policy child location background,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/components/map;guardiao-familia-api/services/location,"**Objetivo:** Battery policy child location background **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `ed373a3` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-009,Nudge refresh location child,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/components/map;guardiao-familia-api/services/location,"**Objetivo:** Nudge refresh location child **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `df2b0ac` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P05-007,API mapear soundId por tipo alerta,guardiao-familia-parent,guardiao-familia-parent/src/notifications;guardiao-familia-parent/src/devices;guardiao-familia-parent/assets/sounds;guardiao-familia-parent/app.config.js;guardiao-familia-parent/src/monitoring;guardiao-familia-parent/sentry.config.js;guardiao-familia-parent/.github/workflows,"**Objetivo:** API mapear soundId por tipo alerta **Épico:** E-P05 Push notifications nativas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 3** · Repo `guardiao-familia-parent` · Baseline `done` **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P04-001,API SOS create/update/attach audio,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/components/sos,"**Objetivo:** API SOS create/update/attach audio **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 5** · Repo `guardiao-familia-api` · Baseline `done` **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P04-002,Presign upload áudio SOS S3,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/components/sos,"**Objetivo:** Presign upload áudio SOS S3 **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 5** · Repo `guardiao-familia-api` · Baseline `done` **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P03-001,Avaliar geofence em batch pings API,guardiao-familia-api,guardiao-familia-api/src/geofences;guardiao-familia-api/src/notifications;guardiao-familia-api/src/location;guardiao-familia-api/components/geofence,"**Objetivo:** Avaliar geofence em batch pings API **Épico:** E-P03 Geofences e alertas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `aa7a914` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P03-008,Documentar regras tolerância stale ping,guardiao-familia-api,guardiao-familia-api/src/geofences;guardiao-familia-api/src/notifications;guardiao-familia-api/src/location,"**Objetivo:** Documentar regras tolerância stale ping **Épico:** E-P03 Geofences e alertas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `aa7a914` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.",Entregável em markdown no repo; linkar no PR.,
T-S04-003,Validate GP submit secret CI,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/android;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/google-child;guardiao-familia-child/infra/terraform;guardiao-familia-child/terraform/modules;guardiao-familia-child/docs/store;guardiao-familia-child/fastlane,"**Objetivo:** Validate GP submit secret CI **Épico:** E-S04 Google Play child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-child` · Baseline `done` **Evidência código:** commit `3e37e38` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I02-002,Gate deploy por branch main,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json;guardiao-familia-api/scripts/ci,"**Objetivo:** Gate deploy por branch main **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `5821a0a` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I02-003,Automate cache purge Cloudflare,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json,"**Objetivo:** Automate cache purge Cloudflare **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `5821a0a` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I02-004,EAS update workflow parent,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json;guardiao-familia-api/scripts/ci,"**Objetivo:** EAS update workflow parent **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `3ead192` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I02-005,EAS submit iOS parent,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json;guardiao-familia-api/app.config.js;guardiao-familia-api/docs/store;guardiao-familia-api/fastlane;guardiao-familia-api/ios,"**Objetivo:** EAS submit iOS parent **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `ce8728d` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.",Validar em simulador/dispositivo iOS; permissoes no Info.plist.,
T-I02-007,Backoffice SSM deploy sa-east-1,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json;guardiao-familia-api/scripts/ci;guardiao-familia-api/app/admin;guardiao-familia-api/components/admin;guardiao-familia-api/pages,"**Objetivo:** Backoffice SSM deploy sa-east-1 **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `c23d55c` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P12-001,Live support board produção,guardiao-familia-backoffice,guardiao-familia-backoffice/app;guardiao-familia-backoffice/components;guardiao-familia-backoffice/pages/api;guardiao-familia-backoffice/lib,"**Objetivo:** Live support board produção **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-backoffice` · Baseline `done` **Evidência código:** commit `ff7ba8a` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P12-002,Support audio playback,guardiao-familia-backoffice,guardiao-familia-backoffice/app;guardiao-familia-backoffice/components;guardiao-familia-backoffice/pages/api;guardiao-familia-backoffice/lib,"**Objetivo:** Support audio playback **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-backoffice` · Baseline `done` **Evidência código:** commit `b870fd6` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P12-003,Cloudflare analytics dashboard,guardiao-familia-backoffice,guardiao-familia-backoffice/app;guardiao-familia-backoffice/components;guardiao-familia-backoffice/pages/api;guardiao-familia-backoffice/lib,"**Objetivo:** Cloudflare analytics dashboard **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-backoffice` · Baseline `done` **Evidência código:** commit `bf172e8` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P12-004,Role-based menu sidebar,guardiao-familia-backoffice,guardiao-familia-backoffice/app;guardiao-familia-backoffice/components;guardiao-familia-backoffice/pages/api;guardiao-familia-backoffice/lib,"**Objetivo:** Role-based menu sidebar **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-backoffice` · Baseline `done` **Evidência código:** commit `c69f117` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P12-005,Leads listing overview,guardiao-familia-backoffice,guardiao-familia-backoffice/app;guardiao-familia-backoffice/components;guardiao-familia-backoffice/pages/api;guardiao-familia-backoffice/lib,"**Objetivo:** Leads listing overview **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-backoffice` · Baseline `done` **Evidência código:** commit `afa0057` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-001,Pairing help simplificado,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/src/pairing;guardiao-familia-child/app/pairing;guardiao-familia-child/screens/Pairing,"**Objetivo:** Pairing help simplificado **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `done` **Evidência código:** commit `fd9882d` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-002,App name PT-BR copy,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api,"**Objetivo:** App name PT-BR copy **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `done` **Evidência código:** commit `fd94887` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-003,Privacy compliance App Store,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/eas.json;guardiao-familia-child/app.config.js;guardiao-familia-child/docs/store;guardiao-familia-child/fastlane,"**Objetivo:** Privacy compliance App Store **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `done` **Evidência código:** commit `f26520e` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-004,Background location hardening,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/src/location;guardiao-familia-child/src/maps;guardiao-familia-child/components/map;guardiao-familia-child/services/location,"**Objetivo:** Background location hardening **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `done` **Evidência código:** commit `3d58268` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-005,Invalid session reset,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/src/auth;guardiao-familia-child/services/auth;guardiao-familia-child/contexts/AuthContext,"**Objetivo:** Invalid session reset **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `done` **Evidência código:** commit `1f9c28f` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-006,Release 2.0.0 estabilização,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/eas.json;guardiao-familia-child/app.config.js;guardiao-familia-child/docs/store;guardiao-familia-child/fastlane,"**Objetivo:** Release 2.0.0 estabilização **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `done` **Evidência código:** commit `b099a45` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P01-003,Validar revogação sessão child ao desvincular,guardiao-familia-api,guardiao-familia-api/src/auth;guardiao-familia-api/src/users;guardiao-familia-api/src/devices;guardiao-familia-api/src/pairing;guardiao-familia-api/src/families;guardiao-familia-api/services/auth;guardiao-familia-api/contexts/AuthContext,"**Objetivo:** Validar revogação sessão child ao desvincular **Épico:** E-P01 Auth, sessão e pareamento · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `0ff10dc` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P01-006,Hardening rate-limit auth 429 falsos positivos,guardiao-familia-api,guardiao-familia-api/src/auth;guardiao-familia-api/src/users;guardiao-familia-api/src/devices;guardiao-familia-api/src/pairing;guardiao-familia-api/src/families;guardiao-familia-api/services/auth;guardiao-familia-api/contexts/AuthContext,"**Objetivo:** Hardening rate-limit auth 429 falsos positivos **Épico:** E-P01 Auth, sessão e pareamento · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `5821a0a` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P01-010,Checklist segurança pareamento child sem guardian,guardiao-familia-api,guardiao-familia-api/src/auth;guardiao-familia-api/src/users;guardiao-familia-api/src/devices;guardiao-familia-api/src/pairing;guardiao-familia-api/src/families;guardiao-familia-api/app/pairing;guardiao-familia-api/screens/Pairing,"**Objetivo:** Checklist segurança pareamento child sem guardian **Épico:** E-P01 Auth, sessão e pareamento · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `26c519e` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-004,API chatbot: site chatbot intent routing,guardiao-familia-api,guardiao-familia-api/public;guardiao-familia-api/pages;guardiao-familia-api/chatbot;guardiao-familia-api/index.html,"**Objetivo:** API chatbot: site chatbot intent routing **Épico:** E-P13 Site institucional e campanha · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `done` **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-005,API ai: support classifier rollout,guardiao-familia-api,guardiao-familia-api/app/(tabs)/map;guardiao-familia-api/app/(tabs)/reports;guardiao-familia-api/src/ai;guardiao-familia-api/components/map,"**Objetivo:** API ai: support classifier rollout **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `e2c6ea8` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-006,API ai: disable placeholder provider default,guardiao-familia-api,guardiao-familia-api/app/(tabs)/map;guardiao-familia-api/app/(tabs)/reports;guardiao-familia-api/src/ai;guardiao-familia-api/components/map,"**Objetivo:** API ai: disable placeholder provider default **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `done` **Evidência código:** commit `1fc606d` — revisar diff como ponto de partida. **Refinamento:** baseline done — validar regressão ou documentar.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
